ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-02-01,14.61128318046709,105.36251147348419,272.2248724288141,14.61128318046709,14.61128318046709,174.92049576551446,174.92049576551446,174.92049576551446,74.2457616,74.2457616,74.2457616,51.11004452848617,51.11004452848617,51.11004452848617,49.56468963702828,49.56468963702828,49.56468963702828,0.0,0.0,0.0,189.53177894598156
2014-02-02,14.48424689269534,57.40943268442318,231.58410229421227,14.48424689269534,14.48424689269534,127.76555013206317,127.76555013206317,127.76555013206317,74.2457616,74.2457616,74.2457616,6.35881107623557,6.35881107623557,6.35881107623557,47.1609774558276,47.1609774558276,47.1609774558276,0.0,0.0,0.0,142.24979702475852
2014-02-03,14.35721060492359,26.279664648317183,188.99978738136244,14.35721060492359,14.35721060492359,96.93871471517201,96.93871471517201,96.93871471517201,74.2457616,74.2457616,74.2457616,-21.28044495251618,-21.28044495251618,-21.28044495251618,43.973398067688194,43.973398067688194,43.973398067688194,0.0,0.0,0.0,111.2959253200956
2014-02-04,14.230174317151842,26.908061600865423,201.44269067799715,14.230174317151842,14.230174317151842,91.08644861478469,91.08644861478469,91.08644861478469,74.2457616,74.2457616,74.2457616,-23.21643542213523,-23.21643542213523,-23.21643542213523,40.05712243691992,40.05712243691992,40.05712243691992,0.0,0.0,0.0,105.31662293193654
2014-02-05,14.10313802938009,42.31379619394497,209.07202377497586,14.10313802938009,14.10313802938009,111.23996437449394,111.23996437449394,111.23996437449394,74.2457616,74.2457616,74.2457616,1.5132503828462034,1.5132503828462034,1.5132503828462034,35.48095239164772,35.48095239164772,35.48095239164772,0.0,0.0,0.0,125.34310240387403
2014-02-06,13.976101741608343,28.74525472453454,192.33586318215595,13.976101741608343,13.976101741608343,91.11376691133229,91.11376691133229,91.11376691133229,74.2457616,74.2457616,74.2457616,-13.457860000007159,-13.457860000007159,-13.457860000007159,30.325865311339463,30.325865311339463,30.325865311339463,0.0,0.0,0.0,105.08986865294064
2014-02-07,13.849065453836593,28.52534904082839,194.3201716884497,13.849065453836593,13.849065453836593,97.90172313425117,97.90172313425117,97.90172313425117,74.2457616,74.2457616,74.2457616,-1.0273656128805448,-1.0273656128805448,-1.0273656128805448,24.68332714713173,24.68332714713173,24.68332714713173,0.0,0.0,0.0,111.75078858808776
2014-02-08,13.722029166064843,77.55746305817644,244.2432835659687,13.722029166064843,13.722029166064843,144.00921680545258,144.00921680545258,144.00921680545258,74.2457616,74.2457616,74.2457616,51.110044528502094,51.110044528502094,51.110044528502094,18.65341067695046,18.65341067695046,18.65341067695046,0.0,0.0,0.0,157.7312459715174
2014-02-09,13.594992878293093,19.748075593355665,188.0945164149929,13.594992878293093,13.594992878293093,92.94733206152358,92.94733206152358,92.94733206152358,74.2457616,74.2457616,74.2457616,6.358811076193248,6.358811076193248,6.358811076193248,12.342759385330336,12.342759385330336,12.342759385330336,0.0,0.0,0.0,106.54232493981668
2014-02-12,13.213884014977845,-6.85102088430872,162.04090000377866,13.213884014977845,13.213884014977845,68.60488532393953,68.60488532393953,68.60488532393953,74.2457616,74.2457616,74.2457616,1.5132503828269486,1.5132503828269486,1.5132503828269486,-7.154126658887409,-7.154126658887409,-7.154126658887409,0.0,0.0,0.0,81.81876933891738
2014-02-13,13.086847727206095,-17.53016548066756,143.61577420822832,13.086847727206095,13.086847727206095,47.321788796010786,47.321788796010786,47.321788796010786,74.2457616,74.2457616,74.2457616,-13.457860000064667,-13.457860000064667,-13.457860000064667,-13.466112803924537,-13.466112803924537,-13.466112803924537,0.0,0.0,0.0,60.408636523216884
2014-02-14,12.959811439434345,-18.563891014755566,150.8994276547635,12.959811439434345,12.959811439434345,53.71479665502312,53.71479665502312,53.71479665502312,74.2457616,74.2457616,74.2457616,-1.027365612896443,-1.027365612896443,-1.027365612896443,-19.503599332080434,-19.503599332080434,-19.503599332080434,0.0,0.0,0.0,66.67460809445747
2014-02-15,12.832775151662593,27.061948002579985,196.73526615451516,12.832775151662593,12.832775151662593,100.18943753940916,100.18943753940916,100.18943753940916,74.2457616,74.2457616,74.2457616,51.11004452851802,51.11004452851802,51.11004452851802,-25.166368589108853,-25.166368589108853,-25.166368589108853,0.0,0.0,0.0,113.02221269107174
